district_code,state_name,canonical_name,population_2011,match_method
690,Telangana,Bhadradri Kothagudem,,unmatched_likely_post_2011_district
691,,Sangareddy,,unmatched_likely_post_2011_district
692,Telangana,Siddipet,,unmatched_likely_post_2011_district
693,,Wanaparthy,,unmatched_likely_post_2011_district
694,Telangana,Nagarkurnool,4053463,fuzzy
695,Telangana,Jogulamba Gadwal,,unmatched_likely_post_2011_district
696,,Suryapet,,unmatched_likely_post_2011_district
697,Telangana,Yadadri Bhuvanagiri,,unmatched_likely_post_2011_district
698,Telangana,Vikarabad,,unmatched_likely_post_2011_district
699,Telangana,Kumuram Bheem Asifabad,,unmatched_likely_post_2011_district
7,Jammu And Kashmir,Kathua,616435.0,exact
70,Haryana,Panchkula,561293.0,exact
701,Telangana,Charki Dadri,,unmatched_likely_post_2011_district
702,Telangana,Kalimpong,,unmatched_likely_post_2011_district
703,West Bengal,Jhargram,,unmatched_likely_post_2011_district
704,West Bengal,Paschim Bardhaman,,unmatched_likely_post_2011_district
705,Assam,Biswanath,,unmatched_likely_post_2011_district
706,Assam,Majuli,,unmatched_likely_post_2011_district
707,Assam,South Salmara Mancachar,,unmatched_likely_post_2011_district
708,Assam,Charaideo,,unmatched_likely_post_2011_district
709,Assam,Hojai,,unmatched_likely_post_2011_district
71,Haryana,Panipat,1205437.0,exact
710,Assam,West Karbi Anglong,956313,fuzzy
711,West Bengal,Kakching,,unmatched_likely_post_2011_district
712,West Bengal,Kangpokpi,,unmatched_likely_post_2011_district
713,Assam,Jiribam,,unmatched_likely_post_2011_district
714,Assam,Noney,,unmatched_likely_post_2011_district
715,Assam,Pherzawl,,unmatched_likely_post_2011_district
716,Assam,Tengnoupal,,unmatched_likely_post_2011_district
717,Assam,Kamjong,,unmatched_likely_post_2011_district
718,Assam,Kamle,,unmatched_likely_post_2011_district
719,Manipur,Lower Siang,,unmatched_likely_post_2011_district
72,Haryana,Rewari,900332.0,exact
720,Manipur,Mulugu,,unmatched_likely_post_2011_district
721,Manipur,Narayanpet,,unmatched_likely_post_2011_district
722,Manipur,Niwari,,unmatched_likely_post_2011_district
723,Manipur,Pakke Kessang,,unmatched_likely_post_2011_district
724,Manipur,Leparada,,unmatched_likely_post_2011_district
725,Manipur,Shi Yomi,,unmatched_likely_post_2011_district
726,Arunachal Pradesh,Hnahthial,,unmatched_likely_post_2011_district
727,Arunachal Pradesh,Saitual,,unmatched_likely_post_2011_district
728,Telangana,Khawzawl,,unmatched_likely_post_2011_district
729,Telangana,Kallakurichi,,unmatched_likely_post_2011_district
73,Haryana,Rohtak,1061204.0,exact
730,Madhya Pradesh,Chengalpattu,,unmatched_likely_post_2011_district
731,Arunachal Pradesh,Ranipet,,unmatched_likely_post_2011_district
732,Arunachal Pradesh,Tirupathur,,unmatched_likely_post_2011_district
733,Arunachal Pradesh,Tenkasi,,unmatched_likely_post_2011_district
734,Mizoram,Gaurela Pendra Marwahi,,unmatched_likely_post_2011_district
737,Mizoram,Malerkotla,,unmatched_likely_post_2011_district
738,Mizoram,Vijayanagar,,unmatched_likely_post_2011_district
739,Tamil Nadu,Bajali,,unmatched_likely_post_2011_district
74,Haryana,Sirsa,1295189.0,exact
740,Tamil Nadu,Eastern West Khasi Hills,,unmatched_likely_post_2011_district
741,Tamil Nadu,Pakyong,,unmatched_likely_post_2011_district
742,Tamil Nadu,Soreng,,unmatched_likely_post_2011_district
743,Tamil Nadu,Parvathipuram Manyam,,unmatched_likely_post_2011_district
744,Chhattisgarh,Anakapalli,,unmatched_likely_post_2011_district
745,,Alluri Sitharama Raju,,unmatched_likely_post_2011_district
746,,Kakinada,,unmatched_likely_post_2011_district
747,Punjab,Konaseema,,unmatched_likely_post_2011_district
748,Karnataka,Eluru,,unmatched_likely_post_2011_district
749,Andhra Pradesh,Ntr,,unmatched_likely_post_2011_district
75,Haryana,Sonipat,1450001.0,exact
750,Meghalaya,Bapatla,,unmatched_likely_post_2011_district
751,Sikkim,Palnadu,,unmatched_likely_post_2011_district
752,Andhra Pradesh,Tirupati,,unmatched_likely_post_2011_district
753,Andhra Pradesh,Annamayya,,unmatched_likely_post_2011_district
754,Andhra Pradesh,Sri Sathya Sai,,unmatched_likely_post_2011_district
755,Andhra Pradesh,Nandyal,,unmatched_likely_post_2011_district
756,Andhra Pradesh,Tamulpur,,unmatched_likely_post_2011_district
759,Andhra Pradesh,Khairgarh Chhuikhadan Gandai,,unmatched_likely_post_2011_district
76,Haryana,Yamunanagar,1214205.0,exact
760,Andhra Pradesh,Manendragarh Chirimiri Bharatpur,,unmatched_likely_post_2011_district
761,Andhra Pradesh,Mohla Manpur Ambagarh Chouki,,unmatched_likely_post_2011_district
762,Andhra Pradesh,Sakti,,unmatched_likely_post_2011_district
763,Andhra Pradesh,Sarangarh Bilaigarh,,unmatched_likely_post_2011_district
77,Delhi,Central,582320,state_alias
770,Andhra Pradesh,Khairthal-Tijara,,unmatched_likely_post_2011_district
78,Delhi,East,1709346,state_alias
783,Rajasthan,Jaipur (Gramin),,unmatched_likely_post_2011_district
79,Delhi,New Delhi,142004,state_alias
8,Jammu And Kashmir,Kupwara,870354.0,exact
80,Delhi,North,887978,state_alias
81,Delhi,North East,2241624,state_alias
82,Delhi,North West,3656539,state_alias
83,Delhi,South,2731929,state_alias
84,Delhi,South West,2292958,state_alias
85,Delhi,West,2543243,state_alias
86,Rajasthan,Ajmer,2583052.0,exact
87,Rajasthan,Alwar,3674179.0,exact
88,Rajasthan,Banswara,1797485.0,exact
89,Rajasthan,Baran,1222755.0,exact
9,Jammu And Kashmir,Leh Ladakh,133487.0,exact
90,Rajasthan,Barmer,2603751.0,exact
91,Rajasthan,Bharatpur,2548462.0,exact
92,Rajasthan,Bhilwara,2408523.0,exact
93,Rajasthan,Bikaner,2363937.0,exact
94,Rajasthan,Bundi,1110906.0,exact
95,Rajasthan,Chittorgarh,1544338,fuzzy
96,Rajasthan,Churu,2039547.0,exact
97,Rajasthan,Dausa,1634409.0,exact
98,Rajasthan,Dholpur,1206516,fuzzy
99,Rajasthan,Dungarpur,1388552.0,exact
